(8, 5, 6, 2, 3, 0, 1, 7, 4) 21
(4, 8, 7, 1, 5, 2, 3, 6, 0) 28
(6, 0, 8, 2, 7, 1, 4, 5, 3) 21
(8, 3, 0, 5, 7, 6, 1, 4, 2) 24
(0, 7, 5, 3, 8, 2, 1, 6, 4) 24
(6, 0, 7, 3, 4, 5, 1, 2, 8) 25
(2, 3, 5, 7, 0, 4, 6, 8, 1) 20
(3, 4, 6, 7, 0, 1, 8, 2, 5) 20
(6, 5, 3, 8, 2, 1, 0, 4, 7) 26
(3, 7, 8, 1, 6, 2, 0, 5, 4) 20
(5, 0, 4, 8, 3, 6, 1, 2, 7) 21
(5, 7, 2, 4, 6, 3, 8, 0, 1) 23
(4, 3, 5, 7, 0, 8, 2, 1, 6) 18
(4, 6, 1, 2, 5, 7, 8, 3, 0) 22
(0, 2, 4, 7, 6, 5, 3, 8, 1) 24
(5, 6, 7, 3, 2, 1, 8, 4, 0) 26
(8, 7, 0, 3, 5, 1, 4, 6, 2) 22
(7, 4, 2, 6, 3, 1, 5, 0, 8) 21
(6, 5, 4, 3, 0, 8, 1, 7, 2) 24
(2, 1, 4, 8, 7, 5, 3, 0, 6) 21
(3, 8, 1, 6, 5, 2, 7, 0, 4) 25
(7, 3, 6, 1, 5, 8, 2, 0, 4) 19
(5, 4, 7, 1, 8, 2, 3, 0, 6) 23
(1, 8, 5, 6, 3, 7, 0, 4, 2) 20
(4, 0, 5, 3, 7, 8, 2, 6, 1) 23
(7, 8, 6, 4, 5, 0, 1, 3, 2) 27
(8, 2, 6, 7, 5, 0, 1, 4, 3) 25
(7, 6, 8, 1, 3, 4, 0, 2, 5) 24
(5, 0, 3, 1, 2, 4, 7, 8, 6) 11
(8, 0, 2, 7, 1, 4, 6, 3, 5) 23
(1, 7, 6, 2, 0, 3, 4, 8, 5) 20
(7, 2, 5, 4, 3, 6, 1, 8, 0) 20
(4, 3, 8, 1, 2, 0, 7, 5, 6) 21
(5, 6, 3, 4, 0, 8, 7, 2, 1) 22
(1, 0, 2, 6, 7, 5, 8, 3, 4) 21
(1, 2, 6, 8, 3, 4, 7, 5, 0) 22
(6, 8, 4, 3, 1, 7, 2, 5, 0) 26
(6, 4, 7, 5, 0, 1, 2, 8, 3) 24
(1, 7, 3, 4, 8, 0, 6, 2, 5) 17
(4, 6, 7, 2, 3, 0, 1, 8, 5) 21
(0, 5, 6, 8, 2, 4, 3, 7, 1) 26
(1, 2, 8, 5, 4, 7, 0, 3, 6) 22
(0, 4, 1, 3, 2, 8, 6, 5, 7) 24
(7, 6, 2, 1, 4, 5, 3, 0, 8) 25
(2, 6, 3, 0, 4, 7, 1, 8, 5) 19
(5, 7, 4, 6, 0, 8, 1, 2, 3) 26
(4, 6, 1, 7, 5, 2, 3, 0, 8) 17
(8, 0, 4, 5, 6, 7, 3, 2, 1) 29
(4, 6, 2, 0, 3, 1, 5, 8, 7) 25
(5, 1, 2, 4, 0, 8, 7, 3, 6) 16
(2, 7, 3, 1, 5, 4, 6, 0, 8) 17
(2, 0, 5, 6, 3, 1, 8, 4, 7) 23
(6, 5, 7, 3, 4, 1, 8, 2, 0) 28
(8, 3, 4, 1, 5, 0, 7, 2, 6) 21
(5, 1, 8, 2, 3, 4, 7, 0, 6) 23
(7, 4, 2, 5, 1, 6, 8, 3, 0) 18
(5, 7, 1, 8, 6, 4, 2, 0, 3) 23
(2, 1, 8, 0, 7, 5, 6, 3, 4) 25
(7, 6, 8, 1, 5, 4, 3, 2, 0) 26
(2, 8, 3, 0, 6, 5, 4, 1, 7) 21
(2, 3, 5, 7, 6, 1, 0, 8, 4) 16
(1, 8, 4, 5, 7, 2, 6, 0, 3) 19
(6, 1, 5, 2, 0, 7, 4, 8, 3) 18
(5, 6, 8, 0, 7, 4, 1, 2, 3) 27
(0, 4, 2, 1, 5, 6, 3, 7, 8) 20
(8, 5, 6, 2, 1, 3, 4, 0, 7) 21
(7, 2, 6, 1, 4, 3, 5, 8, 0) 20
(8, 1, 0, 6, 5, 2, 7, 3, 4) 22
(0, 7, 1, 2, 8, 6, 5, 4, 3) 24
(3, 8, 1, 5, 4, 2, 0, 7, 6) 18
(8, 4, 2, 5, 3, 7, 0, 1, 6) 26
(4, 1, 0, 7, 8, 2, 5, 3, 6) 16
(2, 3, 4, 7, 1, 5, 6, 8, 0) 22
(8, 2, 4, 6, 7, 0, 3, 5, 1) 27
(2, 5, 7, 4, 3, 6, 0, 1, 8) 22
(2, 8, 5, 0, 4, 1, 3, 6, 7) 25
(2, 0, 1, 7, 8, 3, 4, 6, 5) 19
(8, 6, 2, 3, 0, 5, 4, 7, 1) 24
(4, 6, 0, 8, 2, 5, 1, 7, 3) 22
(7, 5, 0, 2, 8, 3, 1, 4, 6) 18
(8, 3, 2, 0, 5, 4, 7, 6, 1) 27
(8, 4, 1, 7, 5, 0, 3, 6, 2) 23
(8, 1, 4, 3, 2, 7, 5, 6, 0) 26
(1, 7, 5, 2, 8, 3, 6, 4, 0) 26
(0, 3, 6, 2, 7, 5, 4, 8, 1) 20
(0, 6, 3, 7, 1, 2, 5, 4, 8) 22
(3, 0, 4, 1, 7, 5, 6, 8, 2) 23
(5, 1, 2, 4, 7, 0, 8, 6, 3) 15
(7, 6, 2, 0, 3, 8, 5, 1, 4) 21
(3, 5, 6, 7, 0, 2, 4, 8, 1) 22
(8, 5, 6, 1, 7, 2, 0, 3, 4) 26
(8, 6, 2, 0, 1, 7, 5, 3, 4) 23
(5, 2, 7, 0, 1, 6, 3, 8, 4) 25
(0, 2, 1, 7, 4, 3, 5, 6, 8) 16
(2, 5, 3, 4, 6, 0, 8, 7, 1) 19
(8, 4, 7, 1, 0, 3, 5, 6, 2) 24
(8, 4, 3, 1, 2, 0, 5, 6, 7) 25
(8, 1, 6, 3, 5, 0, 7, 2, 4) 23
(2, 1, 8, 6, 3, 7, 0, 5, 4) 22
(4, 3, 8, 7, 6, 2, 1, 5, 0) 22
(8, 0, 1, 4, 2, 3, 6, 5, 7) 19
(3, 0, 1, 4, 7, 6, 2, 5, 8) 21
(2, 3, 7, 5, 6, 1, 4, 0, 8) 23
(6, 5, 2, 1, 8, 0, 4, 3, 7) 17
(5, 1, 8, 4, 6, 2, 7, 3, 0) 20
(8, 1, 0, 4, 3, 2, 6, 7, 5) 18
(6, 8, 1, 4, 3, 7, 2, 0, 5) 25
(1, 0, 2, 6, 5, 7, 4, 3, 8) 17
(4, 3, 2, 8, 7, 5, 0, 1, 6) 18
(0, 2, 5, 4, 7, 6, 1, 8, 3) 22
(2, 5, 0, 1, 7, 6, 8, 4, 3) 22
(6, 1, 2, 3, 4, 8, 0, 7, 5) 20
(4, 1, 0, 8, 6, 2, 5, 3, 7) 16
(4, 1, 6, 0, 3, 8, 5, 7, 2) 19
(3, 0, 1, 5, 8, 4, 7, 6, 2) 21
(7, 2, 3, 1, 6, 8, 4, 0, 5) 19
(6, 8, 4, 1, 7, 5, 3, 0, 2) 25
(2, 1, 4, 8, 3, 7, 5, 6, 0) 26
(0, 6, 2, 1, 7, 4, 5, 8, 3) 14
(5, 8, 0, 2, 3, 4, 6, 1, 7) 22
(6, 8, 5, 0, 1, 3, 4, 7, 2) 21
(2, 5, 0, 3, 7, 4, 1, 8, 6) 20
(3, 8, 4, 0, 1, 7, 2, 6, 5) 25
(2, 1, 0, 7, 6, 4, 5, 3, 8) 20
(0, 3, 6, 2, 7, 8, 5, 4, 1) 18
(1, 7, 2, 4, 8, 3, 0, 6, 5) 14
(8, 7, 6, 1, 5, 0, 2, 4, 3) 27
(8, 6, 2, 7, 0, 3, 1, 4, 5) 18
(3, 6, 5, 0, 1, 4, 8, 2, 7) 25
(2, 6, 3, 8, 0, 1, 4, 5, 7) 22
(2, 4, 3, 0, 8, 5, 1, 7, 6) 9
(5, 0, 3, 4, 2, 6, 7, 8, 1) 19
(7, 1, 8, 3, 2, 4, 5, 6, 0) 20
(0, 2, 4, 7, 8, 1, 3, 6, 5) 24
(8, 3, 2, 5, 4, 6, 1, 7, 0) 20
(7, 4, 2, 6, 0, 8, 1, 3, 5) 22
(3, 8, 5, 1, 0, 2, 4, 7, 6) 12
(0, 6, 4, 3, 7, 1, 8, 5, 2) 26
(3, 8, 1, 7, 6, 0, 5, 4, 2) 25
(1, 5, 0, 8, 7, 6, 3, 2, 4) 24
(2, 6, 8, 3, 7, 0, 5, 1, 4) 21
(5, 0, 4, 3, 1, 6, 2, 7, 8) 19
(6, 5, 1, 0, 2, 3, 4, 8, 7) 21
(5, 6, 1, 4, 2, 0, 8, 3, 7) 21
(2, 0, 7, 8, 5, 6, 3, 1, 4) 23
(0, 3, 7, 6, 2, 1, 4, 5, 8) 22
(6, 1, 3, 7, 4, 0, 5, 8, 2) 21
(4, 5, 2, 1, 3, 7, 6, 8, 0) 22
(8, 5, 6, 1, 0, 7, 2, 3, 4) 24
(6, 5, 4, 0, 7, 1, 2, 8, 3) 23
(3, 1, 7, 0, 8, 2, 6, 4, 5) 25
(3, 2, 0, 8, 5, 7, 6, 4, 1) 26
(1, 8, 5, 7, 3, 2, 4, 0, 6) 21
(5, 6, 2, 0, 1, 8, 4, 7, 3) 15
(0, 4, 8, 7, 3, 6, 1, 5, 2) 24
(7, 4, 1, 8, 0, 3, 5, 6, 2) 18
(5, 6, 8, 4, 2, 7, 3, 0, 1) 23
(2, 1, 5, 8, 4, 0, 3, 6, 7) 25
(7, 8, 5, 1, 6, 0, 3, 2, 4) 27
(5, 4, 7, 2, 6, 1, 3, 0, 8) 27
(4, 8, 6, 7, 3, 1, 5, 2, 0) 22
(7, 1, 2, 4, 0, 6, 8, 5, 3) 16
(4, 8, 6, 1, 7, 2, 0, 3, 5) 24
(5, 8, 0, 6, 4, 2, 1, 3, 7) 22
(4, 8, 7, 2, 5, 3, 0, 1, 6) 24
(1, 8, 3, 2, 7, 0, 4, 5, 6) 17
(4, 0, 6, 3, 8, 1, 5, 2, 7) 23
(8, 4, 0, 6, 7, 5, 1, 3, 2) 22
(7, 0, 6, 4, 1, 2, 8, 3, 5) 21
(7, 8, 6, 1, 3, 0, 4, 5, 2) 25
(6, 2, 0, 8, 1, 7, 3, 4, 5) 28
(8, 0, 7, 2, 1, 4, 3, 6, 5) 29
(0, 4, 5, 3, 6, 8, 1, 7, 2) 18
(4, 3, 2, 1, 6, 0, 8, 7, 5) 23
(4, 5, 3, 6, 7, 8, 1, 0, 2) 21
(6, 3, 2, 7, 1, 8, 5, 0, 4) 21
(0, 3, 1, 6, 4, 8, 7, 5, 2) 22
(5, 6, 1, 2, 7, 8, 3, 4, 0) 24
(5, 0, 1, 3, 8, 7, 2, 4, 6) 23
(7, 6, 4, 5, 2, 0, 8, 1, 3) 23
(0, 4, 1, 3, 6, 7, 8, 2, 5) 26
(4, 6, 5, 0, 1, 7, 8, 2, 3) 25
(2, 1, 4, 7, 8, 6, 3, 0, 5) 25
(6, 8, 1, 5, 3, 2, 0, 7, 4) 26
(4, 1, 2, 8, 0, 6, 7, 5, 3) 14
(1, 7, 6, 0, 5, 3, 4, 2, 8) 19
(7, 8, 4, 0, 1, 6, 3, 5, 2) 25
(5, 0, 8, 4, 3, 7, 2, 6, 1) 25
(0, 1, 4, 8, 3, 6, 7, 2, 5) 20
(8, 5, 4, 7, 0, 3, 1, 2, 6) 22
(8, 3, 6, 5, 7, 0, 4, 2, 1) 25
(4, 5, 8, 6, 0, 3, 1, 2, 7) 24
(5, 7, 8, 4, 2, 6, 1, 3, 0) 28
(2, 1, 7, 8, 0, 4, 3, 5, 6) 28
(3, 2, 6, 8, 0, 4, 1, 7, 5) 22
(4, 3, 1, 8, 0, 5, 2, 6, 7) 24
(2, 6, 7, 1, 5, 8, 4, 3, 0) 20
(8, 5, 4, 2, 1, 7, 6, 3, 0) 26
(3, 1, 6, 8, 2, 0, 5, 4, 7) 21
(1, 6, 8, 2, 5, 4, 3, 7, 0) 24
(7, 3, 8, 1, 0, 5, 2, 6, 4) 22
(4, 0, 5, 3, 7, 2, 8, 1, 6) 17
(6, 0, 3, 5, 4, 7, 8, 1, 2) 27
(0, 7, 8, 2, 6, 4, 3, 1, 5) 26
(0, 2, 5, 3, 4, 7, 6, 8, 1) 26
(0, 3, 4, 7, 1, 8, 5, 2, 6) 24
(2, 3, 0, 6, 8, 1, 4, 7, 5) 20
(4, 0, 3, 7, 6, 5, 8, 1, 2) 17
(6, 8, 7, 3, 1, 4, 0, 5, 2) 26
(5, 8, 0, 7, 4, 3, 1, 2, 6) 24
(8, 1, 2, 0, 6, 3, 5, 7, 4) 19
(0, 8, 1, 3, 5, 2, 6, 7, 4) 28
(7, 5, 2, 3, 1, 4, 6, 0, 8) 27
(6, 5, 3, 8, 0, 1, 4, 2, 7) 24
(0, 1, 8, 3, 4, 6, 2, 5, 7) 22
(2, 0, 1, 3, 8, 7, 5, 6, 4) 25
(3, 1, 8, 7, 2, 5, 4, 0, 6) 21
(3, 7, 4, 6, 8, 2, 1, 0, 5) 21
(3, 1, 2, 6, 4, 0, 7, 8, 5) 23
(7, 5, 1, 4, 2, 6, 8, 0, 3) 21
(4, 3, 6, 2, 7, 8, 0, 5, 1) 18
(7, 0, 1, 8, 2, 5, 6, 4, 3) 19
(8, 7, 1, 0, 5, 6, 2, 4, 3) 23
(7, 4, 8, 0, 2, 6, 1, 3, 5) 25
(6, 1, 2, 5, 3, 4, 0, 8, 7) 26
(1, 0, 6, 7, 5, 8, 4, 2, 3) 23
(2, 3, 5, 1, 0, 8, 7, 6, 4) 12
(1, 6, 5, 0, 2, 3, 8, 7, 4) 25
(2, 5, 4, 1, 8, 6, 0, 3, 7) 20
(0, 2, 7, 6, 4, 8, 3, 1, 5) 28
(8, 6, 3, 1, 5, 0, 4, 7, 2) 19
(2, 0, 4, 5, 1, 3, 6, 8, 7) 25
(7, 4, 8, 6, 1, 3, 5, 2, 0) 24
(2, 4, 8, 1, 3, 6, 7, 5, 0) 20
(5, 1, 7, 8, 3, 0, 2, 6, 4) 25
(1, 0, 2, 8, 3, 4, 7, 6, 5) 17
(2, 7, 5, 3, 0, 8, 4, 1, 6) 24
(3, 1, 2, 5, 4, 0, 6, 8, 7) 25
(3, 5, 8, 7, 0, 6, 1, 4, 2) 22
(5, 8, 3, 2, 1, 4, 0, 7, 6) 22
(6, 7, 2, 4, 8, 1, 3, 5, 0) 28
(0, 8, 3, 4, 2, 6, 5, 7, 1) 24
(2, 8, 1, 7, 5, 0, 4, 3, 6) 23
(4, 5, 0, 1, 3, 2, 7, 6, 8) 18
(5, 0, 2, 3, 6, 7, 8, 1, 4) 25
(8, 6, 2, 5, 0, 3, 1, 7, 4) 22
(1, 5, 8, 6, 3, 7, 0, 2, 4) 22
(3, 5, 7, 6, 1, 2, 4, 8, 0) 24
(3, 1, 0, 5, 8, 4, 2, 7, 6) 24
(4, 7, 8, 2, 5, 3, 6, 1, 0) 26
(1, 5, 4, 0, 6, 7, 3, 2, 8) 27
(5, 0, 3, 2, 7, 4, 1, 8, 6) 17
(7, 1, 3, 2, 8, 6, 4, 5, 0) 20
(3, 1, 4, 0, 6, 5, 7, 8, 2) 21
(2, 8, 5, 4, 1, 6, 7, 0, 3) 21
(7, 0, 3, 2, 6, 5, 4, 8, 1) 25
(2, 0, 6, 7, 1, 8, 5, 3, 4) 21
(1, 6, 7, 8, 0, 5, 4, 3, 2) 20
(4, 8, 5, 2, 6, 3, 0, 1, 7) 22
(2, 1, 3, 8, 4, 5, 0, 7, 6) 20
(5, 6, 3, 8, 1, 7, 2, 0, 4) 21
(0, 5, 3, 4, 6, 8, 2, 1, 7) 18
(8, 3, 0, 4, 2, 6, 1, 5, 7) 20
(0, 2, 3, 5, 6, 4, 8, 7, 1) 26
(2, 8, 6, 4, 7, 1, 3, 0, 5) 25
(6, 2, 4, 3, 5, 8, 1, 0, 7) 21
(6, 4, 3, 2, 7, 1, 0, 8, 5) 24
(5, 8, 1, 4, 3, 0, 2, 7, 6) 17
(4, 8, 5, 2, 3, 6, 7, 0, 1) 21
(1, 5, 7, 0, 2, 4, 3, 6, 8) 29
(3, 0, 6, 5, 7, 4, 2, 8, 1) 23
(6, 7, 3, 5, 1, 2, 8, 0, 4) 25
(0, 7, 8, 3, 4, 5, 1, 2, 6) 24
(3, 6, 1, 7, 8, 2, 4, 0, 5) 23
(8, 4, 1, 0, 7, 5, 2, 3, 6) 23
(0, 3, 8, 5, 7, 1, 2, 6, 4) 22
(6, 3, 1, 5, 8, 0, 2, 4, 7) 21
(1, 4, 6, 7, 8, 2, 5, 3, 0) 16
(2, 4, 0, 6, 8, 3, 7, 5, 1) 18
(7, 5, 3, 4, 6, 0, 2, 8, 1) 23
(8, 3, 1, 5, 0, 4, 2, 6, 7) 28
(2, 4, 5, 1, 8, 6, 7, 3, 0) 20
(6, 2, 4, 1, 7, 5, 0, 8, 3) 24
(2, 3, 4, 6, 0, 1, 8, 7, 5) 22
(8, 3, 1, 6, 5, 7, 2, 0, 4) 27
(7, 6, 5, 2, 3, 1, 8, 0, 4) 23
(7, 1, 2, 4, 0, 8, 5, 6, 3) 16
(0, 5, 8, 6, 1, 7, 3, 2, 4) 26
(5, 0, 8, 6, 7, 4, 1, 3, 2) 23
(2, 1, 8, 6, 5, 0, 3, 7, 4) 27
(2, 1, 7, 5, 3, 4, 0, 8, 6) 24
(2, 0, 8, 4, 1, 3, 6, 5, 7) 19
(1, 2, 8, 6, 5, 7, 0, 3, 4) 22
(4, 0, 3, 7, 2, 5, 1, 8, 6) 17
(5, 3, 6, 1, 2, 8, 7, 4, 0) 16
(3, 4, 6, 1, 2, 0, 7, 5, 8) 11
(6, 0, 3, 7, 2, 4, 1, 8, 5) 21
(1, 3, 8, 6, 0, 4, 5, 7, 2) 18
(7, 6, 0, 2, 8, 5, 4, 3, 1) 26
(7, 0, 8, 6, 1, 3, 2, 4, 5) 21
(1, 7, 3, 8, 5, 2, 4, 0, 6) 19
(1, 8, 7, 0, 2, 4, 3, 5, 6) 27
(4, 5, 0, 7, 8, 1, 3, 6, 2) 22
(5, 0, 8, 6, 7, 3, 2, 4, 1) 27
(6, 5, 7, 1, 0, 8, 4, 2, 3) 24
(4, 3, 2, 7, 1, 5, 8, 0, 6) 15
(5, 7, 8, 6, 0, 3, 2, 4, 1) 28
(7, 6, 1, 3, 5, 2, 4, 0, 8) 23
(2, 7, 4, 3, 0, 6, 5, 1, 8) 22
(4, 7, 6, 1, 8, 3, 2, 5, 0) 26
(7, 8, 1, 2, 5, 3, 4, 0, 6) 21
(2, 0, 3, 8, 4, 1, 5, 6, 7) 23
(6, 1, 8, 4, 2, 7, 0, 3, 5) 22
(5, 6, 2, 7, 8, 3, 1, 0, 4) 21
(4, 0, 5, 3, 2, 1, 7, 6, 8) 21
(8, 4, 1, 7, 0, 2, 6, 3, 5) 18
(6, 7, 0, 2, 5, 4, 3, 8, 1) 28
(5, 0, 1, 8, 4, 3, 7, 2, 6) 19
(1, 5, 2, 6, 4, 8, 3, 0, 7) 17
(7, 2, 3, 6, 4, 8, 1, 0, 5) 19
(1, 0, 8, 5, 3, 2, 6, 7, 4) 19
(8, 5, 1, 4, 2, 0, 6, 3, 7) 23
(7, 1, 6, 8, 4, 5, 0, 2, 3) 24
(6, 2, 4, 3, 7, 0, 5, 1, 8) 21
(7, 0, 5, 2, 6, 3, 8, 4, 1) 25
(0, 6, 8, 4, 1, 2, 5, 7, 3) 24
(7, 2, 5, 4, 0, 6, 1, 3, 8) 20
(6, 0, 2, 1, 8, 5, 3, 4, 7) 19
(5, 1, 4, 2, 8, 7, 0, 6, 3) 24
(7, 2, 5, 1, 0, 3, 6, 8, 4) 22
(6, 8, 5, 7, 0, 1, 4, 3, 2) 24
(4, 2, 0, 3, 8, 7, 1, 5, 6) 24
(0, 8, 4, 3, 2, 1, 7, 6, 5) 20
(4, 8, 5, 1, 3, 0, 6, 2, 7) 23
(0, 7, 4, 6, 8, 5, 1, 2, 3) 28
(1, 5, 3, 0, 6, 8, 4, 2, 7) 17
(8, 2, 4, 0, 7, 3, 6, 5, 1) 21
(7, 4, 6, 8, 0, 5, 3, 1, 2) 22
(8, 0, 3, 7, 6, 4, 5, 1, 2) 27
(5, 0, 2, 1, 7, 4, 8, 6, 3) 13
(7, 4, 6, 0, 3, 5, 8, 2, 1) 21
(4, 6, 1, 5, 8, 0, 3, 7, 2) 21
(0, 1, 5, 7, 2, 8, 6, 3, 4) 20
(4, 1, 2, 7, 5, 0, 8, 6, 3) 9
(0, 7, 4, 1, 2, 6, 5, 3, 8) 20
(0, 6, 7, 4, 3, 8, 5, 1, 2) 26
(3, 0, 8, 1, 6, 2, 4, 7, 5) 15
(3, 1, 8, 6, 4, 5, 2, 0, 7) 23
(5, 3, 7, 1, 4, 6, 2, 8, 0) 22
(0, 3, 1, 7, 6, 8, 4, 5, 2) 24
(8, 7, 5, 0, 3, 4, 6, 2, 1) 25
(8, 3, 5, 6, 7, 2, 4, 0, 1) 25
(4, 8, 1, 6, 7, 2, 5, 0, 3) 17
(5, 6, 3, 1, 4, 7, 0, 2, 8) 24
(4, 5, 2, 3, 8, 0, 7, 6, 1) 17
(5, 4, 1, 2, 8, 3, 6, 7, 0) 22
(8, 5, 1, 2, 3, 0, 7, 6, 4) 23
(4, 7, 1, 6, 5, 2, 8, 0, 3) 21
(7, 0, 2, 6, 4, 1, 3, 8, 5) 23
(5, 4, 0, 2, 8, 1, 6, 7, 3) 24
(7, 0, 2, 8, 5, 3, 6, 1, 4) 23
(6, 7, 0, 2, 4, 5, 1, 8, 3) 20
(3, 7, 8, 5, 2, 1, 0, 4, 6) 24
(0, 2, 1, 4, 8, 5, 6, 3, 7) 22
(3, 5, 8, 6, 1, 0, 4, 2, 7) 23
(4, 6, 7, 3, 5, 8, 2, 1, 0) 26
(1, 7, 0, 3, 5, 8, 2, 6, 4) 26
(1, 2, 5, 8, 4, 6, 0, 3, 7) 20
(4, 0, 3, 1, 6, 8, 2, 5, 7) 23
(7, 0, 8, 1, 3, 4, 5, 6, 2) 21
(0, 6, 2, 5, 7, 3, 8, 4, 1) 24
(4, 3, 6, 7, 5, 8, 0, 2, 1) 20
(0, 7, 2, 1, 8, 6, 5, 3, 4) 20
(6, 1, 0, 5, 7, 2, 4, 3, 8) 20
(3, 0, 2, 5, 6, 7, 1, 8, 4) 21
(7, 5, 4, 2, 8, 0, 1, 6, 3) 23
(5, 0, 1, 3, 7, 6, 4, 8, 2) 17
(5, 7, 1, 0, 6, 2, 3, 4, 8) 21
(3, 2, 7, 5, 0, 1, 6, 4, 8) 24
(0, 4, 1, 3, 2, 8, 5, 7, 6) 22
(3, 8, 0, 5, 6, 1, 7, 2, 4) 26
(4, 7, 0, 6, 5, 2, 8, 1, 3) 24
(4, 6, 7, 8, 0, 3, 2, 1, 5) 24
(4, 5, 1, 6, 7, 0, 3, 8, 2) 23
(2, 3, 7, 4, 0, 5, 1, 6, 8) 24
(7, 4, 2, 8, 6, 5, 0, 3, 1) 22
(1, 0, 6, 7, 4, 3, 2, 8, 5) 19
(8, 4, 5, 0, 6, 1, 7, 2, 3) 25
